Id,Label,timeset,pageranks,modularity_class
135,@haptx,,0.002289,71
136,@VentureBeat,,0.001593,36
137,@mobisit,,0.000081,48
138,@Ayad_Albasha,,0.00042,36
139,@joemich,,0.000575,71
140,@fema,,0.00054,49
141,@Nasdaq,,0.001559,69
142,@GayDaysAnaheim,,0.000242,60
143,@karaswisher,,0.001398,60
144,@LynnEA58,,0.000081,50
145,@StarlaSampaco,,0.000081,51
146,@ktucky,,0.001001,71
147,@macapellades,,0.000081,52
148,@StarlaSampaco,,0.000081,53
149,@SmokeFreeLife,,0.000081,54
150,@SueDHellmann,,0.002789,69
151,@StarlaSampaco,,0.000081,55
152,@MIAMIUltraRich,,0.00046,69
153,@cathcoste,,0.000426,69
154,@SmokeFreeLife,,0.000081,56
155,@HDC_SeaKC,,0.000081,57
156,@KelseyCheng,,0.000473,60
157,@StarlaSampaco,,0.000081,58
158,@jradavenport,,0.000225,71
159,@geekwire,,0.000081,59
160,@thebettyrose,,0.000233,60
161,@StarlaSampaco,,0.001255,60
162,@EarthWindFire,,0.011142,61
163,@fredhutch,,0.001579,71
164,@macapellades,,0.000081,62
165,@geekwire,,0.000081,63
166,@SmokeFreeLife,,0.000081,64
167,@98point6Inc,,0.000225,71
168,@SmokeFreeLife,,0.000081,65
169,@JoeBugBuster,,0.000225,71
170,@SmokeFreeLife,,0.000081,66
171,@ldtimmerman,,0.001649,71
172,@mwmcelroy,,0.000386,71
173,@SmokeFreeLife,,0.000081,67
174,@hotirishmonkey,,0.000386,71
175,@COPDdoc,,0.001656,69
176,@SmokeFreeLife,,0.000081,68
177,@FCTCofficial,,0.006624,69
178,@unfairtobacco,,0.000394,69
179,@JoossensLuk,,0.000394,69
180,@FrguezLozano,,0.000081,70
181,@ChrisJElias,,0.000396,69
182,@NepalChirp,,0.000394,69
183,@ni44mi,,0.000396,69
184,@SmokeFreeLife,,0.001525,71
185,@JTeale,,0.000238,87
186,@cinehead,,0.00054,196
187,@reactathon,,0.001035,72
188,@github,,0.012252,73
189,@achinth,,0.000574,73
190,@TeresaGMadruga,,0.000421,71
191,@bsubra,,0.00046,73
192,@gatsbyjs,,0.000442,87
193,@mikestrattonNET,,0.000081,74
194,@caldeeh,,0.00046,73
195,@GirlsWhoCode,,0.002027,75
196,@dan_abramov,,0.000081,76
197,@zzarcon,,0.000081,77
198,@DonnaCMorris,,0.011389,87
199,@yuvaraj_mande,,0.000416,87
200,@CaritaMarr,,0.000081,78
201,@johnmally49,,0.00041,69
202,@DungaFad,,0.000432,87
203,@ErnestNuwagaba,,0.000423,87
204,@NayDoummar,,0.000416,87
205,@KhalanderSha,,0.000404,87
206,@thekingsreturn,,0.00041,69
207,@TheMarketStorm,,0.000081,79
208,@AdobeCareers,,0.001591,87
209,@ikomia,,0.000081,80
210,@FearTWD,,0.012167,81
211,@tootietaurus,,0.000495,61
212,@neuromancer149,,0.000457,81
213,@willtbh,,0.002275,82
214,@MarleiMartinez,,0.00161,87
215,@CaritaMarr,,0.000081,83
216,@jerZboyUSA,,0.000458,87
217,@KPIXtv,,0.00053,99
218,@22C0in,,0.000081,84
219,@CNN,,0.027352,90
220,@Leena1St,,0.000422,90
221,@quemero20,,0.000423,87
222,@Horrisber2Penny,,0.000427,87
223,@kwame_agyei,,0.000423,87
224,@wboricua98,,0.000422,90
225,@shahzeb_moghul,,0.000423,87
226,@cao88cao,,0.000423,87
227,@AjPinvestment,,0.000405,71
228,@kimosim,,0.000081,85
229,@MaketheRoadAct,,0.003667,40
230,@DonnaThorson,,0.000457,40
231,@mgallagher822,,0.007132,40
232,@iamharishipatel,,0.000466,40
233,@smsperidot,,0.000466,40
234,@BlumLenore,,0.001158,71
235,@pghtech,,0.000387,71
236,@CaritaMarr,,0.000081,86
237,@PittsTechAudrey,,0.000387,71
238,@RealShannyShan,,0.000862,87
239,@ghc,,0.000081,88
240,@CaritaMarr,,0.000081,89
241,@upowerco,,0.000634,87
242,@ghc,,0.000608,87
243,@CaritaMarr,,0.001127,87
244,@AP,,0.029112,90
245,@KojLt,,0.000417,90
246,@sean_koketso,,0.000417,90
247,@chesse47,,0.000417,90
248,@keithwhitson,,0.000417,90
249,@benishii_,,0.000417,90
250,@putinsuckit,,0.000417,90
251,@FaithRoyal5,,0.000417,90
252,@jGibson_Hanes,,0.000417,90
253,@jornalistavitor,,0.000417,90
254,@esm2e,,0.000417,90
255,@BigTin26,,0.000417,90
256,@jorje551,,0.000417,90
257,@proflevin,,0.000417,90
258,@JuneLeeEverett1,,0.000081,91
259,@PanthPnk,,0.000081,92
260,@AhmedMajdhee,,0.000421,87
261,@MoBea,,0.000417,90
262,@leohm63,,0.000081,93
263,@Rosenchild,,0.000435,90
264,@lizrobinson54,,0.000081,94
265,@RAKIMisdaGOAT,,0.000417,90
266,@Longley321,,0.000417,90
267,@mench90,,0.000081,95
268,@factsfaraone,,0.000417,90
269,@ParrishJohnetta,,0.000426,87
270,@malorye_a,,0.000404,71
271,@jameskthompson1,,0.000417,90
272,@DrYardSale,,0.000081,96
273,@Blossoming_Nova,,0.000417,90
274,@junior_hens,,0.000417,90
275,@TheresaPepe,,0.000417,90
276,@AnnoRegniPrimo,,0.000417,90
277,@girlygirl1919,,0.000417,90
278,@guesswho158,,0.000417,90
279,@kimosim,,0.000583,40
280,@DatHandsomeJerk,,0.000081,97
281,@Smartguygemini,,0.000081,98
282,@NancyPelosi,,0.030022,99
283,@harshman_55,,0.000431,90
284,@KathleenWeidma2,,0.000431,99
285,@Sherrys_Lane,,0.000429,40
286,@Peggysue21Adams,,0.000431,99
287,@MartaM62296137,,0.000453,40
288,@JuneLeeEverett1,,0.000599,99
289,@digyoursoul,,0.000421,69
290,@renevigil2,,0.000431,99
291,@SunnyDays024,,0.000431,90
292,@22C0in,,0.000666,99
293,@robgo84,,0.000431,99
294,@ArtistsPo,,0.000431,90
295,@Galaxi162,,0.000431,99
296,@TeresaMac2009,,0.000431,90
297,@cheryljo911,,0.000431,99
298,@dpmax100,,0.000453,40
299,@mindfulone1500,,0.000431,90
300,@SarahSweetIowa,,0.000466,81
301,@Cindy_52s,,0.000431,99
302,@pgrandee10,,0.000431,90
303,@52052c3827724b6,,0.000432,90
304,@summer7570,,0.000432,90
305,@BrommePamela,,0.000431,99
306,@PaxNostrum,,0.000427,69
307,@jayoung1892,,0.000421,69
308,@Solutioneer72,,0.000081,100
309,@StanSheggeby,,0.000453,40
310,@aishatyler,,0.004493,60
311,@Sophie281032116,,0.000081,101
312,@theReal_Rebel,,0.000433,60
313,@MaryAliceBisho2,,0.000445,60
314,@57teri,,0.000474,60
315,@bkindngood,,0.000436,60
316,@loveXilla,,0.000466,60
317,@EricaJoy,,0.00053,195
318,@tigranshmis,,0.00037,36
319,@KMertikas,,0.000081,102
320,@angrist_noam,,0.001026,36
321,@DiegoBzl,,0.000358,36
322,@itacec1,,0.000081,103
323,@BeatrizGietner,,0.000358,36
324,@hpatrinos,,0.001708,36
325,@qz,,0.00192,36
326,@WaterflowerM,,0.000413,36
327,@moneybizines,,0.000414,36
328,@lalojimjuarez,,0.000081,104
329,@AlexOsterwalder,,0.000081,105
330,@M_naahim,,0.00041,36
331,@mobisit,,0.000563,36
332,@alwaysmoses12,,0.000361,36
333,@Chris_LUTZ_CH,,0.000361,36
334,@RebeckaRead,,0.000433,36
335,@thinkers50,,0.000361,36
336,@erik_schon,,0.000361,36
337,@Badwiehab,,0.000626,36
338,@ScoutsMagazine,,0.00041,36
339,@unoy_peace,,0.000631,107
340,@UNESCO,,0.016559,107
341,@neupolitics,,0.000421,107
342,@sarazacharrisi,,0.000081,106
343,@IsacMorales911,,0.000456,81
344,@Mridul_upadhyay,,0.000432,107
345,@queenise,,0.000432,107
346,@syawal,,0.000416,36
347,@SunceMore1,,0.000081,108
348,@light11111111,,0.000426,87
349,@foxlider1,,0.000422,107
350,@al77901041,,0.000442,40
351,@mnarbs,,0.000081,109
352,@HippyLoft,,0.000081,110
353,@YAZEEDALJEDDAWY,,0.000432,107
354,@70czVM,,0.000425,107
355,@itacec1,,0.00053,36
356,@kulturbolschewi,,0.000421,107
357,@Stefan_Laurell,,0.00042,107
358,@jorgearomo,,0.000439,107
359,@KironEducation,,0.000788,111
360,@IFC_org,,0.000081,112
361,@SaleemulHuq,,0.000081,113
362,@sundarpichai,,0.032669,119
363,@rishabh16_,,0.000081,114
364,@fruizanton,,0.000414,119
365,@Jubrette1,,0.000449,119
366,@GeorgeASaleh,,0.000449,119
367,@__KiSi__,,0.000081,115
368,@kailashgajara,,0.000449,119
369,@AI_Nigeria,,0.000449,119
370,@ars_pascal,,0.000435,119
371,@Rajivjoshi1985,,0.000435,119
372,@HashirHaroon3,,0.000432,119
373,@WHBILLY21,,0.000435,119
374,@DevXTec,,0.000449,0
375,@WordsByFrank,,0.000432,119
376,@ArbFay,,0.000449,0
377,@FrancescoCiull4,,0.000449,0
378,@Mr_ElonMusk,,0.000435,119
379,@adk_Spence,,0.000449,0
380,@grammasheri,,0.00042,87
381,@chaitanya101010,,0.000449,0
382,@danieloh30,,0.000456,73
383,@Gabriel_Oguna,,0.000449,0
384,@rajaroyalknight,,0.000449,119
385,@PeggyKTC,,0.000081,116
386,@fairdinkummatey,,0.000431,90
387,@harishivgupta,,0.000435,119
388,@FelipeLodeiro,,0.000435,119
389,@marconav,,0.000081,117
390,@conradwt,,0.000449,0
391,@CocoPannell,,0.000414,119
392,@oGoing,,0.000432,36
393,@60gwKR,,0.000435,119
394,@bonacci1123,,0.000081,118
395,@GiseleMartz5,,0.00043,90
396,@ljo,,0.000456,73
397,@Googleorg,,0.002182,119
398,@Inspire_2018,,0.000401,119
399,@76Ifsv,,0.000431,119
400,@ferdian_d,,0.000431,119
401,@heinchris,,0.000401,119
402,@FoxNewsTech,,0.00054,120
403,@SusanWojcicki,,0.011318,195
404,@bonacci1123,,0.000666,195
405,@LoryDallas,,0.000442,195
406,@RicardoBlanco,,0.000429,195
407,@ajayvidyasagar,,0.000441,195
408,@PeggyKTC,,0.000592,119
409,@TimesandTech,,0.000428,119
410,@dyasdarcy,,0.000423,36
411,@Luminaria98,,0.000429,195
412,@marconav,,0.000592,119
413,@JRS9278,,0.000081,121
414,@Chetankrishna,,0.000411,119
415,@RyanWarrender,,0.000441,195
416,@gauravbhaskar,,0.000411,119
417,@LynnEA58,,0.000081,122
418,@Oldlady12345,,0.000442,195
419,@JacquelynCorley,,0.000967,178
420,@DVervoort94,,0.000081,123
421,@HarvardPGSSC,,0.000081,124
422,@ghn_news,,0.001174,69
423,@IlonaKickbusch,,0.000081,125
424,@drWouterArrazol,,0.000081,126
425,@WassermanIsaac,,0.000724,178
426,@DVervoort94,,0.000081,127
427,@JohnMeara,,0.000081,128
428,@JoannaLAshby,,0.000081,129
429,@keepark,,0.000081,130
430,@HarvardPGSSC,,0.000081,131
431,@JimYongKim,,0.022924,69
432,@Poncelet2,,0.000412,69
433,@nomoreslaves,,0.000417,107
434,@asoucat,,0.000081,132
435,@SirMoooohh,,0.000418,87
436,@SunceMore1,,0.000568,119
437,@mwelentuli,,0.000401,69
438,@fareedaasf,,0.000081,133
439,@peddanna_ullaji,,0.000403,69
440,@WBG_Gender,,0.000081,134
441,@tictoc22,,0.000417,107
442,@jackIntelSAD,,0.000081,135
443,@Xenophile14,,0.000417,107
444,@JoannaLAshby,,0.000081,136
445,@mnarbs,,0.000573,69
446,@MddMacron,,0.000426,69
447,@CAZACUOfelia,,0.000401,69
448,@AmazingChevVolt,,0.000414,69
449,@HenrietteKolb,,0.000404,69
450,@Harunbrur97,,0.000417,107
451,@Ebtesam00369622,,0.000413,69
452,@ErickBenedict96,,0.000426,69
453,@lalojimjuarez,,0.000581,36
454,@mennovanhilten,,0.000401,69
455,@XnodeHLODer,,0.000409,69
456,@ThomasELubeck,,0.000404,69
457,@waQasYousafzai,,0.000404,69
458,@spock4444,,0.000427,69
459,@BeakerH,,0.000401,69
460,@sandyc1772,,0.000417,107
461,@priscilaqqqq,,0.000426,69
462,@IlonaKickbusch,,0.000081,137
463,@yomitheprof,,0.000377,36
464,@iamaniku,,0.000081,138
465,@drWouterArrazol,,0.000081,139
466,@dambasz,,0.000377,36
467,@LynnEA58,,0.000766,60
468,@JohnMeara,,0.000081,140
469,@translatorbali,,0.000417,107
470,@Jimnosredna,,0.00039,36
471,@Refugees,,0.00722,107
472,@serazark,,0.000402,107
473,@dibsathecat,,0.000433,40
474,@jackIntelSAD,,0.000574,107
475,@cle4ayere,,0.000407,107
476,@SWEETPOTAT0314,,0.000402,36
477,@SaleemulHuq,,0.000562,69
478,@14iiTx,,0.000407,107
479,@mr_ericryan,,0.00041,107
480,@garychun,,0.000406,107
481,@agentsmith247,,0.000402,107
482,@harryfear,,0.000081,141
483,@chinghizm,,0.000408,107
484,@TenevaNina,,0.000407,107
485,@Odev110,,0.000406,107
486,@scook2214,,0.000397,69
487,@Nichtarida,,0.000406,107
488,@BreasleyAdam,,0.00041,107
489,@fareedaasf,,0.000575,107
490,@ethally,,0.00041,107
491,@HippyLoft,,0.000579,107
492,@sarazacharrisi,,0.000579,107
493,@Katcam1066,,0.000404,40
494,@SaniaNishtar,,0.002706,178
495,@DVervoort94,,0.000081,142
496,@EmiSuzukiPhD,,0.000081,143
497,@LukeCaddell,,0.000081,144
498,@RolvixPatterson,,0.000081,145
499,@ncdalliance,,0.000347,69
500,@rfrsarmiento,,0.000081,146
501,@HarvardPGSSC,,0.000081,147
502,@IlonaKickbusch,,0.000677,69
503,@keepark,,0.000081,148
504,@JohnMeara,,0.000081,149
505,@JoannaLAshby,,0.000081,150
506,@HarvardPGSSC,,0.000081,151
507,@SurgeryMatters,,0.000081,152
508,@Adelina_Mazhiqi,,0.000081,153
509,@RolvixPatterson,,0.000392,178
510,@JohnMeara,,0.000081,154
511,@rfrsarmiento,,0.000081,155
512,@keepark,,0.000081,156
513,@clairekarekezi,,0.000969,178
514,@ParisaFallah,,0.000081,157
515,@ulricksidney,,0.000298,178
516,@SurgeryMatters,,0.000081,158
517,@keepark,,0.000081,159
518,@JoannaLAshby,,0.000081,160
519,@DrSimbaC,,0.000362,69
520,@jyatespd,,0.000516,69
521,@ShenaazEl,,0.000384,69
522,@asoucat,,0.000081,161
523,@JoannaLAshby,,0.000081,162
524,@markshrime,,0.002601,178
525,@isaac_Ndayishim,,0.000081,163
526,@ParisaFallah,,0.000408,178
527,@DVervoort94,,0.000081,164
528,@Adelina_Mazhiqi,,0.000081,165
529,@StudentSurgNet,,0.00029,178
530,@rfrsarmiento,,0.000587,178
531,@HarvardPGSSC,,0.000081,166
532,@SurgeryMatters,,0.000081,167
533,@keepark,,0.000081,168
534,@JohnMeara,,0.000081,169
535,@JoannaLAshby,,0.000081,170
536,@j_incorvia,,0.000301,178
537,@Monica_Kerrigan,,0.000301,178
538,@VNikolian,,0.001906,178
539,@TheMominatrixx,,0.000412,178
540,@JoannaLAshby,,0.000081,171
541,@graffeo,,0.000346,178
542,@CelestinoGutirr,,0.000081,172
543,@StraatenDawid,,0.000195,178
544,@JoannaLAshby,,0.001875,178
545,@Adelina_Mazhiqi,,0.000081,173
546,@GSC20181,,0.000283,178
547,@Drevinho,,0.000081,174
548,@JohnMeara,,0.000081,175
549,@keepark,,0.000081,176
550,@HarvardPGSSC,,0.000081,177
551,@alexpeters,,0.001117,178
552,@DVervoort94,,0.000726,178
553,@isaac_Ndayishim,,0.000411,178
554,@EmiSuzukiPhD,,0.00046,178
555,@biconnections,,0.00035,69
556,@JohnMeara,,0.000978,178
557,@theG4Alliance,,0.000297,178
558,@keepark,,0.000931,178
559,@HarvardPGSSC,,0.001863,178
560,@mnickelsburg,,0.001333,195
561,@glossolaliac,,0.000367,195
562,@seattlePRgal,,0.000373,195
563,@geekwire,,0.001689,71
564,@smartecocity,,0.000364,71
565,@macapellades,,0.000081,179
566,@SoapBoxRocket,,0.000388,195
567,@HDC_SeaKC,,0.000081,180
568,@RickToney01,,0.00038,195
569,@bruteforceblog,,0.000388,60
570,@WillSeattle,,0.000081,181
571,@UrbanistOrg,,0.000852,60
572,@katzaj,,0.000081,182
573,@WillSeattle,,0.000081,183
574,@ctrupin,,0.001792,195
575,@seatech4housing,,0.003404,195
576,@LindaLeeKing,,0.000081,184
577,@sharethecities,,0.000081,185
578,@ProfSaraRankin,,0.000378,195
579,@hardlynormal,,0.000412,195
580,@drvox,,0.016297,60
581,@wodecki54,,0.000416,69
582,@stetayen,,0.000081,186
583,@wjsierra33,,0.000419,60
584,@KathyCh10940147,,0.000442,40
585,@katzaj,,0.000081,187
586,@dorothystella7,,0.00041,107
587,@FaganKara,,0.000421,60
588,@TheNakedParty,,0.000419,60
589,@luvman33wife,,0.000435,60
590,@IreneWellman1,,0.000421,60
591,@PanthPnk,,0.000588,60
592,@cards79,,0.00041,107
593,@ExpatLiberty,,0.000081,188
594,@stickerdujour,,0.000413,60
595,@snw106,,0.000435,60
596,@Siri_resist,,0.000419,60
597,@WhaDaF_u_Tink,,0.000081,189
598,@MissPuskar,,0.000434,60
599,@noahfeehan,,0.000391,71
600,@sharethecities,,0.000081,190
601,@12MileGeo,,0.000422,60
602,@WillSeattle,,0.000764,60
603,@DlisHome,,0.000594,60
604,@adrienne_mears,,0.000081,191
605,@Pissed_Woman,,0.000081,192
606,@bungalowwriter,,0.000421,60
607,@Backstorymom1,,0.000435,60
608,@AmericanWoman8,,0.000435,60
609,@RubberRoomHotel,,0.000081,193
610,@SUfamhomeless,,0.001078,195
611,@severuduw,,0.000405,195
612,@RAPWashington,,0.000378,195
613,@heyChopArt,,0.000386,195
614,@sharethecities,,0.000702,195
615,@dilpkaur,,0.000232,195
616,@LeslieFeinzaig,,0.000081,194
617,@create33pnw,,0.000565,195
618,@micah,,0.000392,195
619,@SEAstartupweek,,0.000392,195
620,@LeslieFeinzaig,,0.001596,195
621,@chantalledum,,0.00024,69
622,@jodie_papoosha,,0.000263,99
623,@AmyAtArrowroot,,0.000327,75
624,@dev_fmmendes,,0.000274,73
625,@mikestrattonNET,,0.000745,36
626,@Nyaki_Fiasco,,0.000248,90
627,@kdc,,0.000323,82
628,@rosamariatorres,,0.000253,107
629,@willcox_nathan,,0.000252,60
630,@idisforum,,0.000253,107
631,@Zshan_Alam,,0.000267,0
632,@LiLDELain,,0.000263,99
633,@reigningit,,0.000327,75
634,@E647Rotary,,0.00025,1
635,@GauravPatell,,0.000263,119
636,@alemuw1,,0.000237,69
637,@_tayee,,0.00025,90
638,@drfarmertx,,0.000263,99
639,@dan_talmon,,0.000385,71
640,@AfricaNoTobacco,,0.000237,69
641,@cloudynoon16,,0.00025,90
642,@DC2006_,,0.00025,90
643,@SpazzyKK,,0.00025,90
644,@Snarkolicious,,0.000245,71
645,@nuurryyn,,0.000259,195
646,@dluvtx,,0.000252,60
647,@DeejayClint,,0.00025,1
648,@AnderEzkurra,,0.000263,99
649,@HerMillennials,,0.000252,60
650,@LamosDadon,,0.000246,36
651,@inkstains10,,0.000244,71
652,@eliasmkx,,0.000254,87
653,@NOCE_WEB_DESIGN,,0.000254,1
654,@dikaiakos,,0.000226,36
655,@Antengand,,0.000259,195
656,@WBG_Poverty,,0.000245,69
657,@PierParty,,0.000248,90
658,@vivek_m007,,0.000267,0
659,@Tekyid237,,0.000274,73
660,@Socraticness,,0.000254,1
661,@GraceActivist,,0.000245,69
662,@KelciRee,,0.000271,40
663,@nadine_nikelle,,0.000292,61
664,@ebube_deliverer,,0.000245,69
665,@mccassaro,,0.000254,87
666,@3ffi,,0.000195,36
667,@lucasgonzalez,,0.000245,69
668,@M_corru,,0.000263,60
669,@Aungiexyz,,0.000245,69
670,@urbanjackattack,,0.000252,60
671,@dissonpontes,,0.000274,73
672,@MrDrTed,,0.000292,61
673,@a_nea_mi_k,,0.000254,1
674,@dinesh_aggarwal,,0.000263,119
675,@ikuyuk,,0.000248,90
676,@nosheenusman18,,0.00019,178
677,@vanessapho,,0.000243,178
678,@Bubwa101,,0.00025,1
679,@GoldaElKhoury,,0.000253,107
680,@BillERayburn1,,0.000263,99
681,@realbillm,,0.000263,99
682,@saramax1007,,0.000263,99
683,@shawnDWMC,,0.000259,195
684,@immaheshvs,,0.000263,119
685,@ufirstcapital,,0.000267,0
686,@dyannleroy,,0.000263,99
687,@CherylD1234,,0.000233,195
688,@AntiTrumpReport,,0.000271,40
689,@LaurenNBaily,,0.000263,60
690,@djbarrios00,,0.000248,90
691,@cotorabin,,0.000254,1
692,@loisrp,,0.000267,0
693,@AndrewGLane,,0.000238,107
694,@8lobbo,,0.00025,1
695,@rookhaven,,0.00025,36
696,@EsselGlobal,,0.000254,87
697,@benaxor,,0.000263,99
698,@sunocoloco617,,0.000248,90
699,@jorgega74639773,,0.000276,40
700,@Lil_Highlands,,0.000284,81
701,@BradleySabre22,,0.000252,60
702,@Millenialcool,,0.000259,195
703,@Lingotrans,,0.000253,107
704,@iamaniku,,0.00041,36
705,@milliker2017,,0.000251,60
706,@JillFuhaid,,0.00025,90
707,@buluttcann,,0.000259,195
708,@ssirivara,,0.000259,195
709,@MartianManish,,0.000263,119
710,@UndertheMaskque,,0.000254,1
711,@dsuseela,,0.000253,107
712,@alfaomegagrafx,,0.000237,71
713,@subroslugger,,0.00025,1
714,@takeactionpleas,,0.000263,99
715,@Jro0429,,0.000252,60
716,@michael47313176,,0.00025,1
717,@avee8tr,,0.000254,1
718,@y_gravett,,0.00025,90
719,@akanoaro,,0.000254,87
720,@AuroraJansen,,0.000284,81
721,@ruckus2,,0.000276,87
722,@idurandiaz,,0.000267,0
723,@Byte_anil,,0.000263,119
724,@IFC_org,,0.001871,69
725,@GhxstTomoko,,0.000292,61
726,@mark1107,,0.000263,119
727,@DeborahRStaines,,0.000248,90
728,@yoelapalkin,,0.000263,119
729,@JaiNowhere,,0.000253,107
730,@DonnaYoungDC,,0.000239,69
731,@WhaDaF_u_Tink,,0.000442,40
732,@ayatrezaeifar,,0.000246,36
733,@JosephLizyness,,0.00046,36
734,@terencemauri,,0.000195,36
735,@TheOldBoi,,0.00025,90
736,@RepWalterJones,,0.000263,119
737,@vaniettupang,,0.000263,119
738,@yee_soh_,,0.000292,61
739,@IsraelKwesi,,0.000254,87
740,@martin_kj,,0.000248,90
741,@JulianMartinezA,,0.000246,36
742,@PaolaEbranati,,0.000259,195
743,@stephen1kr,,0.000254,1
744,@junemayf,,0.000248,90
745,@hiro777j,,0.000254,1
746,@Melissa39B,,0.000248,90
747,@DingusMcguffin,,0.00025,90
748,@KINGSHARIFF07,,0.000263,119
749,@19XXYn,,0.00025,90
750,@Drevinho,,0.000294,178
751,@adhinarayananv,,0.000263,119
752,@IN_LALA_LAND_CA,,0.000223,195
753,@SteveCie,,0.000254,1
754,@karthick_sk65,,0.000253,107
755,@_Analand,,0.000238,107
756,@boscothuo,,0.000267,0
757,@senu420,,0.000254,1
758,@seanictmayo,,0.00025,119
759,@kaalam_ai,,0.000274,73
760,@Gma_Fouts,,0.000263,99
761,@WBG_SPLabor,,0.000245,69
762,@toniheinonen,,0.000246,36
763,@jp25f,,0.000252,60
764,@nestel34,,0.000254,87
765,@Sanhackster,,0.000267,0
766,@smithmeyerjen,,0.000238,107
767,@sophire2500,,0.000232,119
768,@sunildatatree,,0.000227,36
769,@abrahamgibson,,0.00025,1
770,@lionflower13,,0.000254,1
771,@AllisonMColbert,,0.000237,69
772,@timmo001,,0.000274,73
773,@marco_73,,0.000254,1
774,@grosset,,0.000263,119
775,@aleebakari,,0.000245,69
776,@catherinedecker,,0.000253,107
777,@iJacksonIsaac,,0.000267,0
778,@NomitP,,0.000274,73
779,@sarbjeetjohal,,0.000251,60
780,@bigshinynine,,0.000248,90
781,@emweeklyrpt,,0.000245,69
782,@Zeromei,,0.00025,1
783,@gasparepolizzi9,,0.000238,107
784,@BAbowtie,,0.000267,0
785,@darkmoonoasis,,0.000263,99
786,@JerkyTough,,0.000248,90
787,@paulinaaov,,0.000253,107
788,@adrienne_mears,,0.000424,107
789,@djprymetyme,,0.000262,40
790,@_deezuus_,,0.000248,90
791,@danniiwhite,,0.000253,107
792,@JxsePrada,,0.00025,1
793,@d_holguin,,0.000248,90
794,@ppriil,,0.000254,1
795,@ginesplaza,,0.000254,1
796,@LeeReynoldsDUP,,0.000259,195
797,@annamich980,,0.000267,0
798,@LindaLeeKing,,0.000401,195
799,@Thxkew,,0.000263,119
800,@vice_elisabete,,0.000254,87
801,@OlinJohansen,,0.000226,195
802,@Misslamide,,0.000248,90
803,@_YvngJinsengg,,0.000323,82
804,@rfournier20,,0.000252,60
805,@jjjsmed,,0.000267,0
806,@Saryuuri,,0.000254,1
807,@JasperBeen,,0.000237,69
808,@GavinDCook,,0.000245,69
809,@riki_delbrocco,,0.000259,195
810,@Greytdog,,0.000263,99
811,@data4all,,0.000267,0
812,@wa3ad_94,,0.000258,36
813,@CelestinoGutirr,,0.000354,178
814,@j_pineo,,0.000252,60
815,@zupet0,,0.00022,71
816,@I_Am_Tonton_,,0.000254,1
817,@MIAHeat4Life,,0.00025,1
818,@hire_ai,,0.000267,0
819,@PupsNPolitics,,0.000252,60
820,@_kanokkorn_,,0.000263,119
821,@TricksyRaccoon,,0.000252,60
822,@goyanigroup,,0.00025,1
823,@dsc_knust,,0.000263,119
824,@SmileSimplify,,0.00025,1
825,@lumar33,,0.000263,99
826,@sampathweb,,0.000267,0
827,@alansergal,,0.000254,1
828,@sunnyjames660,,0.00025,90
829,@HayesPope,,0.000252,60
830,@WEG_LLC,,0.000254,1
831,@thiri24456981,,0.000263,119
832,@danhorly,,0.000263,60
833,@starknstars,,0.000259,195
834,@Astrid98Bertero,,0.000284,81
835,@Kaidan78,,0.000254,1
836,@luzvillalbab,,0.000284,81
837,@VermaDaksha2000,,0.000253,107
838,@hnpatel69,,0.000263,119
839,@AnnH1958,,0.000263,99
840,@iSrav16,,0.000253,107
841,@OkekeAnya,,0.000237,69
842,@NS_NewcomeR,,0.00025,1
843,@Malamax_com,,0.000246,36
844,@dbinox,,0.000263,99
845,@badawalachu,,0.000254,1
846,@TeaLinus,,0.000263,119
847,@MirandaDuffy,,0.000252,60
848,@Ro427_So,,0.000274,73
849,@SagArcher,,0.000263,99
850,@jackalsilva,,0.000252,60
851,@Crescen83501942,,0.000271,40
852,@rayjyotir5,,0.000267,0
853,@OrionSIOfficial,,0.000263,119
854,@MickTurski,,0.000254,1
855,@CTANC133,,0.000284,81
856,@Bullsey38376026,,0.00025,1
857,@ExpatLiberty,,0.000419,60
858,@lauraj_clark,,0.000263,99
859,@denalbz,,0.000253,107
860,@jimwbolton1,,0.000263,99
861,@Neel__C,,0.000267,0
862,@panjiahnh,,0.000263,119
863,@Nadimalishayk,,0.000263,119
864,@DavidJLockett,,0.000254,1
865,@WitchCandee,,0.000248,90
866,@patrickpijl,,0.000246,36
867,@meredithb104,,0.000245,71
868,@real_suzi,,0.000259,87
869,@jbranson12,,0.00025,90
870,@yahayam30535892,,0.000263,119
871,@rocket61946515,,0.000254,1
872,@ajusaswade,,0.000267,0
873,@rafram23,,0.000259,87
874,@Gurveer_Bains,,0.000247,69
875,@Hughmariah,,0.000323,82
876,@Puigcerber,,0.000274,73
877,@tephlon_don3,,0.000252,60
878,@HL10PM,,0.000254,1
879,@313Prism,,0.000248,90
880,@WEConnection,,0.000245,69
881,@DanDassow,,0.000263,99
882,@fosteryouthrock,,0.000233,195
883,@budds_m,,0.000254,1
884,@Skamama01,,0.000263,99
885,@mizzharty,,0.00025,36
886,@JustBackalBalik,,0.000252,60
887,@lost_mars,,0.000254,1
888,@WoodLiv11,,0.000292,61
889,@sherman1959CG,,0.000245,69
890,@MuniraJoya16,,0.000254,1
891,@chvgtrn,,0.000253,107
892,@pawamangi1,,0.000254,1
893,@masap,,0.000267,0
